"473/0001","PREVIEWS #313 ONLY OCTOBER 2014",,2.00,,,"DIAMOND PUBLICATIONS"
"473/0002","MARVEL PREVIEWS # 313 ONLY OCTOBER 2014 ",,0.75,,,"DIAMOND PUBLICATIONS"
"473/0003","PREVIEWS AND MARVEL PREVIEWS #313 OCT 2014 ",,2.00,,,"DIAMOND PUBLICATIONS"
"473/0004","PREVIEWS #313 OCT 2014 CUSTOMER ORDER FORM ",,0.00,,,"DIAMOND PUBLICATIONS"
"473/0008","ALIEN VS PREDATOR FIRE STONE #1 ",,2.35,,,"DARK HORSE"
"473/0009","ALIEN VS PREDATOR FIRE  STONE #1  MIGNOLA VAR",,2.35,,,"DARK HORSE"
"473/0010","PREDATOR FIRE AND STONE #1 ",,2.35,,,"DARK HORSE"
"473/0011","PREDATOR FIRE AND STONE #1  MALEEV VAR",,2.35,,,"DARK HORSE"
"473/0012","PREDATOR OMNIBUS TP VOL 01   ",,15.25,,,"DARK HORSE"
"473/0013","PREDATOR OMNIBUS TP VOL 02 NEW PTG  ",,15.25,,,"DARK HORSE"
"473/0014","PREDATOR OMNIBUS TP VOL 03  ",,15.25,,,"DARK HORSE"
"473/0015","PREDATOR OMNIBUS TP VOL 04 NEW PTG  ",,15.25,,,"DARK HORSE"
"473/0016","ALIENS FIRE AND STONE #2",,2.35,,,"DARK HORSE"
"473/0017","ALIENS OMNIBUS TP VOL 01   ",,15.25,,,"DARK HORSE"
"473/0018","ALIENS OMNIBUS TP VOL 02   ",,15.25,,,"DARK HORSE"
"473/0019","ALIENS OMNIBUS TP VOL 03   ",,15.25,,,"DARK HORSE"
"473/0020","ALIENS OMNIBUS TP VOL 04  ",,15.25,,,"DARK HORSE"
"473/0021","ALIENS OMNIBUS TP VOL 05  ",,15.25,,,"DARK HORSE"
"473/0022","ALIENS VS PREDATOR OMNIBUS TP VOL 01   ",,15.25,,,"DARK HORSE"
"473/0023","ALIENS VS PREDATOR OMNIBUS TP VOL 02   ",,15.25,,,"DARK HORSE"
"473/0024","PROMETHEUS FIRE AND STONE #2",,2.35,,,"DARK HORSE"
"473/0025","DEEP GRAVITY #4 ",,2.65,,,"DARK HORSE"
"473/0026","TERMINATOR SALVATION FINAL BATTLE #10 ",,2.65,,,"DARK HORSE"
"473/0027","HALO ESCALATION #11",,2.65,,,"DARK HORSE"
"473/0028","TOMB RAIDER #9",,2.35,,,"DARK HORSE"
"473/0029","DREAM LOGIC HC  ","our price",18.84,"reduced from","£25.99","DARK HORSE"
"473/0030","CONAN THE AVENGER #7",,2.35,,,"DARK HORSE"
"473/0031","CONAN AND PEOPLE OF BLACK CIRCLE HC  ",,12.50,,,"DARK HORSE"
"473/0032","CONAN & THE SONGS OF DEAD TP  ",,8.99,,,"DARK HORSE"
"473/0033","CONAN AND THE DEMONS OF KHITAI TP   ",,8.25,,,"DARK HORSE"
"473/0034","CONAN AND THE JEWELS OF GWAHLUR HC  ",,8.75,,,"DARK HORSE"
"473/0035","CONAN BOOK OF THOTH TP  ",,10.99,,,"DARK HORSE"
"473/0036","CONAN DAUGHTERS OF MIDORA & OTHER STORIES TP  ",,8.99,,,"DARK HORSE"
"473/0037","CONAN PHANTOMS OF BLACK COAST TP  ",,12.50,,,"DARK HORSE"
"473/0038","CONAN PHENOMENON TP  ",,12.50,,,"DARK HORSE"
"473/0039","CONAN SPEAR & OTHER STORIES TP  ",,8.99,,,"DARK HORSE"
"473/0040","BLACK SKY SAMPLER ONE SHOT",,3.33,,,"DARK HORSE"
"473/0041","GHOST TP VOL 01 IN THE SMOKE AND DIN   ",,8.99,,,"DARK HORSE"
"473/0042","GHOST OMNIBUS TP VOL 01  ",,15.25,,,"DARK HORSE"
"473/0043","GHOST OMNIBUS TP VOL 02  ",,15.25,,,"DARK HORSE"
